price,const_type,net_m2,brut_m2,room,age,floor,no_of_floor,heating,due,deposit,no_of_bathroom,no_of_wc,in_site,furniture,location
2500,Betonarme,80,85,2+1,20 Ve Üzeri,3,4,Kombi Doğalgaz,0,2500,1,1,Hayır,Boş,Fatih
2550,Betonarme,85,90,2+1,20 Ve Üzeri,1,4,Kombi Doğalgaz,30,2500,1,1,Hayır,Boş,Üsküdar
2650,Betonarme,48,50,1+1,11-20,4,5,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Şişli
1500,Betonarme,60,65,1+1,20 Ve Üzeri,0,5,Kombi Doğalgaz,30,1500,1,1,Hayır,Boş,Bahçelievler
1950,Betonarme,95,105,3+1,20 Ve Üzeri,2,5,Kombi Doğalgaz,30,0,1,2,Hayır,Boş,Bahçelievler
2200,Betonarme,125,130,3+1,20 Ve Üzeri,1,4,Kombi Doğalgaz,0,3000,1,1,Hayır,Boş,Avcılar
2400,Betonarme,100,120,3+1,11-20,11,11,Kombi Doğalgaz,300,0,1,1,Hayır,Boş,Kağıthane
2100,Betonarme,70,75,2+1,1-4,1,4,Kombi Doğalgaz,0,2100,1,1,Hayır,Boş,Kağıthane
1800,Betonarme,90,100,3+1,20 Ve Üzeri,1,8,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ataşehir
3650,Betonarme,89,118,2+1,5-10,12,13,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Kartal
2700,Betonarme,80,90,2+1,5-10,2,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Şişli
1650,Betonarme,90,100,2+1,5-10,1,5,Kombi Doğalgaz,30,1650,1,1,Hayır,Boş,Maltepe
1425,Betonarme,75,85,2+1,5-10,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ümraniye
3450,Betonarme,90,100,2+1,5-10,13,15,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Başakşehir
1600,Betonarme,80,86,2+1,11-20,2,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Şişli
1000,Betonarme,65,70,2+1,20 Ve Üzeri,3,3,Other,0,1000,1,1,Hayır,Boş,Bağcılar
2900,Betonarme,100,110,3+1,20 Ve Üzeri,3,5,Kombi Doğalgaz,50,0,1,1,Hayır,Boş,Beşiktaş
3000,Other,90,96,2+1,1-4,0,3,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Beyoğlu
2750,Betonarme,170,180,Other,20 Ve Üzeri,2,3,Kombi Doğalgaz,50,0,1,1,Hayır,Boş,Avcılar
3150,Betonarme,132,152,3+1,11-20,2,13,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Küçükçekmece
1300,Betonarme,75,80,2+1,5-10,2,3,Kombi Doğalgaz,30,2600,1,1,Hayır,Boş,Avcılar
1725,Betonarme,90,120,2+1,5-10,6,11,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Esenyurt
1550,Betonarme,70,80,1+1,5-10,2,5,Kombi Doğalgaz,0,1500,1,1,Hayır,Eşyalı,Maltepe
1950,Betonarme,72,80,2+1,1-4,0,4,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Eyüpsultan
2100,Betonarme,70,80,2+1,1-4,-1,3,Other,50,4200,0,1,Hayır,Eşyalı,Ümraniye
1750,Betonarme,95,110,3+1,20 Ve Üzeri,1,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Maltepe
5500,Other,75,95,1+1,5-10,1,33,Merkezi (Pay Ölçer),550,0,1,1,Hayır,Boş,Sarıyer
2900,Other,45,60,1+1,1-4,2,40,Merkezi (Pay Ölçer),400,0,1,1,Hayır,Boş,Sarıyer
2750,Betonarme,170,180,Other,11-20,2,3,Kombi Doğalgaz,50,2750,1,2,Hayır,Boş,Avcılar
1800,Betonarme,95,110,3+1,20 Ve Üzeri,2,6,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Maltepe
1200,Betonarme,42,45,Stüdyo,5-10,1,7,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Pendik
1200,Betonarme,170,180,4+1,1-4,0,4,Kombi Doğalgaz,60,1200,1,1,Hayır,Boş,Sancaktepe
3000,Betonarme,90,100,2+1,0 (Yeni),1,5,Merkezi (Pay Ölçer),0,4000,2,2,Hayır,Boş,Maltepe
1300,Betonarme,75,85,2+1,20 Ve Üzeri,4,5,Kombi Doğalgaz,0,1500,1,1,Hayır,Boş,Bahçelievler
1150,Betonarme,65,70,2+1,20 Ve Üzeri,0,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ümraniye
2300,Betonarme,100,102,2+1,5-10,13,27,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Esenyurt
3000,Betonarme,105,120,2+1,1-4,5,22,Merkezi Doğalgaz,300,6000,2,2,Evet,Boş,Esenyurt
500,Betonarme,110,120,2+1,20 Ve Üzeri,2,4,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Bahçelievler
790,Betonarme,100,110,1+1,5-10,3,3,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Sancaktepe
5250,Betonarme,55,82,1+1,1-4,22,30,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Şişli
1650,Betonarme,85,95,2+1,20 Ve Üzeri,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bahçelievler
2000,Betonarme,130,135,3+1,11-20,5,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kağıthane
1600,Betonarme,85,95,2+1,5-10,3,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Eyüpsultan
1100,Betonarme,60,70,1+1,5-10,1,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ümraniye
1900,Betonarme,90,100,2+1,11-20,0,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kağıthane
2250,Betonarme,65,75,1+1,5-10,1,20,Merkezi Doğalgaz,0,4500,1,1,Evet,Boş,Küçükçekmece
1650,Betonarme,70,75,1+1,1-4,7,19,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Esenyurt
4700,Betonarme,55,82,1+1,1-4,15,30,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Şişli
1750,Betonarme,80,85,2+1,5-10,1,4,Kombi Doğalgaz,0,3500,1,1,Hayır,Eşyalı,Ataşehir
1000,Betonarme,60,65,1+1,11-20,0,7,Other,0,1000,1,1,Hayır,Boş,Küçükçekmece
1600,Betonarme,70,75,1+1,20 Ve Üzeri,0,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Fatih
2600,Betonarme,85,95,2+1,0 (Yeni),13,14,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bağcılar
4000,Betonarme,109,110,3+1,11-20,4,9,Merkezi (Pay Ölçer),0,0,2,1,Evet,Boş,Küçükçekmece
2300,Betonarme,75,80,2+1,20 Ve Üzeri,1,4,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Fatih
600,Betonarme,85,90,2+1,20 Ve Üzeri,6,6,Kombi Doğalgaz,10,600,1,1,Hayır,Eşyalı,Bahçelievler
2650,Betonarme,80,90,2+1,20 Ve Üzeri,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Beşiktaş
1250,Betonarme,75,85,2+1,5-10,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ümraniye
1500,Betonarme,70,80,2+1,5-10,0,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ümraniye
1300,Betonarme,80,90,2+1,11-20,4,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ümraniye
1400,Betonarme,75,85,1+1,20 Ve Üzeri,0,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Beşiktaş
1000,Betonarme,70,75,2+1,5-10,0,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ümraniye
1300,Betonarme,80,85,2+1,0 (Yeni),0,4,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Ümraniye
1950,Betonarme,85,90,2+1,11-20,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Şişli
1600,Betonarme,75,80,2+1,20 Ve Üzeri,0,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Beşiktaş
1500,Betonarme,85,90,2+1,11-20,2,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bahçelievler
2000,Betonarme,85,90,2+1,20 Ve Üzeri,1,5,Other,0,0,1,1,Hayır,Eşyalı,Bahçelievler
4550,Betonarme,85,103,2+1,1-4,8,30,Merkezi (Pay Ölçer),350,9100,1,1,Evet,Eşyalı,Başakşehir
1900,Betonarme,100,110,3+1,20 Ve Üzeri,3,5,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Beşiktaş
1200,Betonarme,90,100,2+1,11-20,0,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ümraniye
1400,Betonarme,120,140,3+1,11-20,1,8,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kartal
1500,Betonarme,45,50,Stüdyo,20 Ve Üzeri,3,3,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Beşiktaş
1000,Betonarme,80,85,2+1,11-20,1,4,Kombi Doğalgaz,0,1000,1,1,Hayır,Boş,Kartal
5400,Betonarme,120,153,3+1,5-10,4,23,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Eşyalı,Bayrampaşa
1550,Betonarme,100,120,3+1,1-4,-1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Çekmeköy
1000,Betonarme,65,70,2+1,11-20,0,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ümraniye
1750,Betonarme,110,120,3+1,1-4,1,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Çekmeköy
2100,Betonarme,70,75,2+1,0 (Yeni),2,5,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Ataşehir
2550,Betonarme,70,90,3+1,5-10,5,8,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ataşehir
4100,Betonarme,125,150,3+1,20 Ve Üzeri,7,22,Merkezi Doğalgaz,0,0,2,1,Hayır,Boş,Ataşehir
1700,Betonarme,60,75,1+1,20 Ve Üzeri,3,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Beşiktaş
2300,Betonarme,70,80,2+1,20 Ve Üzeri,0,5,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Beşiktaş
2200,Betonarme,0,5,Stüdyo,1-4,2,3,Other,0,0,1,1,Hayır,Eşyalı,Beşiktaş
2800,Betonarme,65,86,2+1,0 (Yeni),8,9,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Ümraniye
1800,Betonarme,70,80,1+1,1-4,5,11,Merkezi (Pay Ölçer),0,3600,1,1,Evet,Boş,Esenyurt
2500,Betonarme,120,130,3+1,20 Ve Üzeri,0,5,Kombi Doğalgaz,30,5000,1,1,Hayır,Eşyalı,Avcılar
2350,Betonarme,135,155,Other,11-20,3,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ümraniye
1350,Betonarme,115,130,2+1,5-10,3,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ataşehir
1100,Betonarme,69,70,2+1,5-10,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ümraniye
1650,Betonarme,100,125,2+1,0 (Yeni),2,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ataşehir
2100,Betonarme,75,80,1+1,20 Ve Üzeri,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Beşiktaş
1900,Betonarme,85,90,2+1,11-20,3,4,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Ümraniye
1200,Betonarme,55,65,1+1,0 (Yeni),4,15,Merkezi (Pay Ölçer),0,2400,1,1,Evet,Boş,Esenyurt
1500,Betonarme,55,60,1+1,11-20,0,5,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Beşiktaş
1650,Betonarme,70,75,1+1,20 Ve Üzeri,-1,1,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Beşiktaş
2400,Betonarme,95,100,2+1,20 Ve Üzeri,0,6,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Beşiktaş
1600,Betonarme,50,55,1+1,20 Ve Üzeri,1,6,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Beşiktaş
2800,Betonarme,65,75,1+1,0 (Yeni),1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Beşiktaş
1400,Betonarme,55,60,1+1,20 Ve Üzeri,0,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Beşiktaş
4250,Betonarme,90,95,2+1,20 Ve Üzeri,3,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Beşiktaş
2500,Betonarme,120,130,3+1,20 Ve Üzeri,3,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Fatih
2500,Betonarme,90,100,2+1,20 Ve Üzeri,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bahçelievler
1600,Betonarme,60,65,1+1,20 Ve Üzeri,1,3,Kombi Doğalgaz,30,1600,1,1,Hayır,Boş,Üsküdar
1750,Betonarme,80,90,2+1,1-4,0,4,Kombi Doğalgaz,0,1750,1,1,Hayır,Boş,Kağıthane
2500,Betonarme,90,100,2+1,20 Ve Üzeri,2,5,Kombi Doğalgaz,30,2400,1,2,Hayır,Eşyalı,Bahçelievler
900,Betonarme,60,75,2+1,5-10,5,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
1650,Betonarme,48,71,1+1,1-4,2,7,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Pendik
1900,Betonarme,85,100,3+1,20 Ve Üzeri,4,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Gaziosmanpaşa
1000,Betonarme,110,125,3+1,11-20,0,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
3500,Betonarme,105,118,3+1,20 Ve Üzeri,3,5,Kombi Doğalgaz,235,3500,1,2,Evet,Boş,Sarıyer
2000,Betonarme,120,125,3+1,20 Ve Üzeri,1,4,Kombi Doğalgaz,0,2000,1,2,Hayır,Boş,Üsküdar
2000,Betonarme,80,90,2+1,20 Ve Üzeri,1,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Küçükçekmece
3200,Betonarme,98,123,2+1,5-10,1,9,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Eşyalı,Pendik
650,Betonarme,60,70,Stüdyo,20 Ve Üzeri,0,3,Kombi Doğalgaz,20,650,1,1,Hayır,Boş,Pendik
550,Betonarme,85,90,2+1,11-20,0,2,Other,0,550,1,1,Hayır,Boş,Pendik
2550,Betonarme,75,90,2+1,1-4,1,5,Merkezi Doğalgaz,250,5000,1,1,Evet,Eşyalı,Beylikdüzü
1950,Betonarme,55,67,1+1,1-4,9,15,Other,240,0,1,1,Hayır,Eşyalı,Sancaktepe
2650,Betonarme,120,140,3+1,20 Ve Üzeri,3,5,Merkezi Doğalgaz,0,0,1,1,Hayır,Boş,Bahçelievler
3100,Betonarme,100,116,2+1,11-20,7,7,Kombi Doğalgaz,490,0,2,1,Hayır,Boş,Ümraniye
1350,Betonarme,75,85,1+1,20 Ve Üzeri,-1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Beşiktaş
2100,Betonarme,55,65,1+1,1-4,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Ümraniye
1000,Betonarme,40,45,Stüdyo,5-10,6,27,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Esenyurt
2250,Betonarme,75,80,2+1,20 Ve Üzeri,2,4,Kombi Doğalgaz,0,0,1,1,Evet,Boş,Üsküdar
2100,Betonarme,110,115,3+1,20 Ve Üzeri,2,5,Kombi Doğalgaz,40,0,1,1,Hayır,Boş,Bahçelievler
2500,Other,135,136,3+1,1-4,0,1,Kombi Doğalgaz,1,0,1,1,Hayır,Boş,Üsküdar
3000,Betonarme,75,90,2+1,0 (Yeni),1,17,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Zeytinburnu
4200,Betonarme,110,120,2+1,0 (Yeni),13,23,Merkezi Doğalgaz,0,0,2,1,Hayır,Boş,Kadıköy
2100,Betonarme,80,90,2+1,20 Ve Üzeri,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Şişli
2950,Betonarme,85,90,2+1,20 Ve Üzeri,4,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Beşiktaş
1600,Betonarme,100,130,3+1,20 Ve Üzeri,5,9,Kombi Doğalgaz,70,1600,1,1,Evet,Boş,Kartal
850,Betonarme,85,100,2+1,11-20,3,3,Other,0,850,1,1,Hayır,Boş,Pendik
1450,Betonarme,85,95,2+1,5-10,1,2,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ümraniye
2900,Betonarme,85,115,2+1,1-4,22,30,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Ataşehir
2850,Betonarme,90,118,2+1,5-10,12,14,Merkezi (Pay Ölçer),0,0,2,1,Evet,Eşyalı,Tuzla
5000,Betonarme,145,165,3+1,20 Ve Üzeri,2,5,Merkezi Doğalgaz,0,0,2,3,Hayır,Boş,Bakırköy
3000,Betonarme,110,130,2+1,1-4,1,8,Kombi Doğalgaz,120,6000,2,2,Evet,Eşyalı,Beylikdüzü
2100,Betonarme,115,125,3+1,11-20,2,10,Kombi Doğalgaz,150,4000,1,2,Hayır,Boş,Beylikdüzü
1500,Betonarme,90,100,2+1,20 Ve Üzeri,4,5,Kombi Doğalgaz,30,1500,0,2,Hayır,Boş,Avcılar
2750,Betonarme,60,70,1+1,5-10,1,6,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Kadıköy
1350,Betonarme,65,75,2+1,1-4,3,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
1600,Betonarme,65,70,1+1,5-10,0,4,Kombi Doğalgaz,0,3200,1,1,Hayır,Eşyalı,Beylikdüzü
1600,Betonarme,70,80,2+1,5-10,2,5,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Çekmeköy
1750,Betonarme,75,85,2+1,20 Ve Üzeri,0,4,Merkezi Doğalgaz,50,1,1,1,Hayır,Boş,Bahçelievler
2700,Betonarme,60,70,1+1,20 Ve Üzeri,2,4,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Şişli
1000,Betonarme,65,75,2+1,5-10,2,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
2400,Betonarme,120,130,3+1,1-4,1,4,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Esenyurt
1500,Betonarme,85,95,2+1,11-20,0,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Beyoğlu
1600,Betonarme,90,100,2+1,11-20,2,5,Kombi Doğalgaz,0,1600,1,1,Hayır,Boş,Bağcılar
2250,Betonarme,75,80,2+1,20 Ve Üzeri,2,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Beşiktaş
1700,Betonarme,100,110,2+1,11-20,1,8,Kombi Doğalgaz,0,3400,1,1,Hayır,Boş,Esenyurt
1000,Betonarme,80,85,2+1,11-20,0,4,Other,0,0,1,1,Hayır,Boş,Gaziosmanpaşa
5250,Betonarme,45,59,1+1,0 (Yeni),10,15,Merkezi Doğalgaz,0,10500,1,1,Evet,Boş,Zeytinburnu
2300,Betonarme,85,100,2+1,20 Ve Üzeri,1,5,Kombi Doğalgaz,30,4000,1,1,Hayır,Boş,Avcılar
5000,Betonarme,124,125,2+1,5-10,5,9,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Bayrampaşa
2500,Betonarme,61,68,1+1,5-10,16,25,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Esenyurt
2500,Betonarme,85,90,2+1,20 Ve Üzeri,2,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Fatih
1500,Other,90,95,2+1,20 Ve Üzeri,5,5,Kombi Doğalgaz,0,1500,1,1,Hayır,Boş,Bahçelievler
2000,Betonarme,68,75,2+1,5-10,-1,12,Merkezi Doğalgaz,0,4000,1,1,Hayır,Eşyalı,Başakşehir
1100,Betonarme,60,75,1+1,5-10,0,4,Kombi Doğalgaz,40,1100,1,1,Hayır,Boş,Çekmeköy
2500,Betonarme,95,100,Stüdyo,1-4,2,4,Kombi Doğalgaz,50,5000,1,1,Hayır,Boş,Avcılar
2000,Betonarme,85,90,2+1,20 Ve Üzeri,2,5,Kombi Doğalgaz,50,2000,1,1,Hayır,Boş,Sarıyer
1500,Betonarme,95,100,3+1,11-20,2,4,Kombi Doğalgaz,0,1500,1,1,Hayır,Boş,Beyoğlu
4670,Betonarme,105,127,2+1,5-10,1,4,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Bakırköy
1400,Betonarme,80,85,1+1,11-20,4,4,Other,0,1400,1,1,Hayır,Boş,Beyoğlu
1500,Betonarme,70,85,2+1,20 Ve Üzeri,5,5,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Bahçelievler
1750,Betonarme,65,80,2+1,20 Ve Üzeri,4,4,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Üsküdar
1750,Betonarme,90,95,2+1,5-10,0,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Sarıyer
1400,Betonarme,45,80,Stüdyo,5-10,1,9,Other,0,0,1,1,Hayır,Eşyalı,Pendik
2800,Betonarme,100,120,2+1,5-10,5,6,Kombi Doğalgaz,100,5600,1,1,Hayır,Eşyalı,Beylikdüzü
2400,Betonarme,115,130,3+1,20 Ve Üzeri,3,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Maltepe
1600,Betonarme,50,55,1+1,20 Ve Üzeri,0,5,Kombi Doğalgaz,0,1600,1,1,Hayır,Boş,Fatih
2500,Betonarme,70,75,2+1,1-4,1,5,Merkezi (Pay Ölçer),150,2500,1,1,Hayır,Boş,Maltepe
1800,Betonarme,75,80,2+1,11-20,2,5,Kombi Doğalgaz,0,1800,1,1,Hayır,Boş,Şişli
2300,Betonarme,85,100,2+1,5-10,1,6,Kombi Doğalgaz,40,4600,1,1,Hayır,Eşyalı,Beylikdüzü
3500,Betonarme,135,140,3+1,20 Ve Üzeri,3,5,Merkezi (Pay Ölçer),250,4000,1,1,Hayır,Boş,Bahçelievler
1400,Betonarme,86,90,2+1,20 Ve Üzeri,1,5,Kombi Doğalgaz,20,2000,1,1,Hayır,Boş,Bahçelievler
2000,Betonarme,65,75,1+1,20 Ve Üzeri,0,6,Kombi Doğalgaz,0,2000,1,1,Hayır,Eşyalı,Zeytinburnu
2000,Betonarme,70,75,2+1,11-20,4,4,Kombi Doğalgaz,0,2000,1,1,Hayır,Eşyalı,Şişli
1500,Betonarme,80,85,1+1,11-20,-1,4,Kombi Doğalgaz,0,1500,1,1,Hayır,Boş,Sarıyer
1600,Betonarme,80,90,1+1,5-10,5,5,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Beylikdüzü
1000,Betonarme,85,90,2+1,11-20,0,4,Other,0,1000,1,1,Hayır,Boş,Küçükçekmece
1700,Betonarme,50,65,2+1,1-4,1,9,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Pendik
1350,Betonarme,45,55,1+1,0 (Yeni),0,3,Kombi Doğalgaz,0,1350,1,1,Hayır,Boş,Ataşehir
2450,Betonarme,70,80,1+1,20 Ve Üzeri,2,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Maltepe
3000,Betonarme,136,197,3+1,1-4,4,7,Merkezi Doğalgaz,210,6000,1,1,Evet,Boş,Başakşehir
2200,Betonarme,90,100,2+1,20 Ve Üzeri,2,5,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Bahçelievler
1000,Betonarme,70,80,2+1,0 (Yeni),2,4,Kombi Doğalgaz,0,1000,1,1,Hayır,Boş,Sancaktepe
1900,Betonarme,73,75,2+1,1-4,0,5,Kombi Doğalgaz,0,1900,1,1,Hayır,Boş,Şişli
2500,Betonarme,100,120,2+1,20 Ve Üzeri,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Bahçelievler
1350,Betonarme,100,110,3+1,20 Ve Üzeri,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bahçelievler
2500,Betonarme,115,120,3+1,20 Ve Üzeri,4,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bahçelievler
1350,Betonarme,110,120,3+1,20 Ve Üzeri,5,5,Other,0,0,1,1,Hayır,Boş,Bahçelievler
3100,Betonarme,120,125,3+1,20 Ve Üzeri,5,5,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Bahçelievler
2100,Betonarme,110,120,3+1,20 Ve Üzeri,3,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bahçelievler
1900,Betonarme,115,120,3+1,20 Ve Üzeri,5,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bahçelievler
1500,Betonarme,60,65,1+1,20 Ve Üzeri,0,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bahçelievler
2900,Betonarme,40,50,1+1,20 Ve Üzeri,10,14,Merkezi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Bakırköy
2000,Betonarme,120,125,3+1,20 Ve Üzeri,5,6,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bahçelievler
3100,Betonarme,115,135,3+1,1-4,8,17,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Esenyurt
3200,Betonarme,89,101,2+1,1-4,11,16,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Esenyurt
1450,Betonarme,110,120,3+1,20 Ve Üzeri,2,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kartal
1700,Betonarme,55,60,1+1,1-4,0,4,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Şişli
2400,Betonarme,57,60,1+1,1-4,0,6,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Şişli
4000,Betonarme,110,144,3+1,1-4,17,22,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Bağcılar
5100,Betonarme,75,300,Other,1-4,2,5,Kombi Doğalgaz,0,0,3,1,Hayır,Boş,Beylikdüzü
2100,Betonarme,110,120,3+1,20 Ve Üzeri,5,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bahçelievler
2500,Betonarme,110,120,3+1,20 Ve Üzeri,5,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bahçelievler
2700,Betonarme,85,101,2+1,1-4,6,16,Merkezi (Pay Ölçer),0,2,1,1,Hayır,Boş,Esenyurt
1750,Betonarme,65,75,1+1,0 (Yeni),0,5,Kombi Doğalgaz,0,1750,1,1,Hayır,Boş,Üsküdar
2100,Betonarme,50,76,1+1,5-10,2,7,Kombi Doğalgaz,450,0,1,1,Evet,Boş,Ümraniye
1250,Betonarme,60,75,2+1,5-10,1,3,Kombi Doğalgaz,30,1250,1,1,Hayır,Boş,Ataşehir
1400,Betonarme,85,100,2+1,11-20,0,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kartal
1400,Betonarme,77,90,2+1,11-20,2,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
1400,Betonarme,52,67,1+1,5-10,6,9,Kombi Doğalgaz,530,2800,1,1,Evet,Boş,Pendik
2000,Betonarme,90,100,2+1,20 Ve Üzeri,1,4,Merkezi Doğalgaz,0,0,1,1,Hayır,Boş,Üsküdar
