price,const_type,net_m2,brut_m2,room,age,floor,no_of_floor,heating,due,deposit,no_of_bathroom,no_of_wc,in_site,furniture,location
2000,Betonarme,85,100,2+1,11-20,3,3,Kombi Doğalgaz,30,2000,1,1,Hayır,Boş,Kadıköy
3850,Betonarme,45,65,1+1,0 (Yeni),1,12,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Kağıthane
1500,Betonarme,90,100,2+1,11-20,-1,4,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Ümraniye
2550,Betonarme,93,105,2+1,1-4,13,22,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Esenyurt
1700,Betonarme,75,85,2+1,1-4,-1,4,Merkezi Doğalgaz,50,1700,1,1,Hayır,Boş,Kağıthane
2000,Betonarme,75,80,2+1,20 Ve Üzeri,3,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Şişli
1600,Betonarme,130,135,3+1,20 Ve Üzeri,2,4,Kombi Doğalgaz,30,1600,0,2,Hayır,Boş,Avcılar
2500,Betonarme,70,75,2+1,0 (Yeni),3,6,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Başakşehir
1700,Betonarme,90,91,3+1,20 Ve Üzeri,6,6,Kombi Doğalgaz,30,1700,1,1,Hayır,Boş,Kağıthane
2000,Betonarme,70,75,1+1,20 Ve Üzeri,0,5,Kombi Doğalgaz,30,0,1,1,Hayır,Boş,Beşiktaş
1200,Betonarme,38,50,1+1,1-4,10,13,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Esenyurt
2850,Betonarme,50,60,1+1,1-4,4,5,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Kağıthane
1300,Betonarme,120,125,3+1,11-20,3,3,Kombi Doğalgaz,0,1300,1,1,Hayır,Boş,Sancaktepe
3500,Betonarme,110,120,3+1,20 Ve Üzeri,1,5,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Fatih
1650,Betonarme,115,120,2+1,20 Ve Üzeri,2,5,Kombi Doğalgaz,0,1650,1,1,Hayır,Boş,Bahçelievler
1400,Betonarme,79,80,2+1,11-20,3,6,Other,30,1500,1,1,Hayır,Boş,Bahçelievler
1700,Betonarme,120,1130,3+1,20 Ve Üzeri,2,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bayrampaşa
1400,Betonarme,65,70,1+1,20 Ve Üzeri,3,5,Kombi Doğalgaz,20,1400,1,1,Hayır,Boş,Bayrampaşa
1300,Betonarme,60,65,1+1,20 Ve Üzeri,1,5,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Zeytinburnu
2500,Betonarme,105,120,3+1,20 Ve Üzeri,4,6,Kombi Doğalgaz,0,0,1,2,Hayır,Eşyalı,Bahçelievler
2300,Betonarme,80,100,2+1,1-4,7,10,Merkezi (Pay Ölçer),100,3600,1,1,Hayır,Boş,Küçükçekmece
700,Betonarme,55,60,1+1,20 Ve Üzeri,2,5,Other,10,700,1,1,Hayır,Boş,Eyüpsultan
1100,Betonarme,40,45,Stüdyo,1-4,0,4,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Maltepe
2500,Betonarme,80,90,2+1,1-4,1,4,Kombi Doğalgaz,40,5000,0,1,Hayır,Eşyalı,Avcılar
5500,Betonarme,75,80,1+1,5-10,0,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Sarıyer
1500,Betonarme,95,100,2+1,5-10,1,1,Kombi Doğalgaz,0,1500,1,1,Hayır,Boş,Sarıyer
1500,Betonarme,100,110,3+1,20 Ve Üzeri,5,5,Kombi Doğalgaz,0,0,2,2,Hayır,Boş,Ümraniye
1250,Betonarme,75,80,2+1,0 (Yeni),1,4,Kombi Doğalgaz,40,1250,1,1,Hayır,Boş,Çekmeköy
1500,Betonarme,80,85,1+1,11-20,0,4,Kombi Doğalgaz,25,0,1,1,Hayır,Boş,Sarıyer
1800,Betonarme,125,130,3+1,20 Ve Üzeri,5,5,Kombi Doğalgaz,0,2000,1,1,Hayır,Boş,Bahçelievler
4000,Betonarme,90,100,2+1,0 (Yeni),1,4,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Bahçelievler
2100,Betonarme,85,90,2+1,20 Ve Üzeri,0,4,Kombi Doğalgaz,0,2000,1,1,Hayır,Eşyalı,Üsküdar
1600,Betonarme,70,75,2+1,5-10,1,4,Kombi Doğalgaz,25,1600,1,1,Hayır,Boş,Üsküdar
1500,Betonarme,75,85,2+1,20 Ve Üzeri,1,3,Kombi Doğalgaz,0,2000,1,1,Hayır,Boş,Maltepe
1700,Betonarme,70,85,2+1,1-4,2,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ümraniye
3050,Betonarme,110,115,3+1,0 (Yeni),3,5,Kombi Doğalgaz,0,3050,1,1,Hayır,Boş,Kağıthane
1750,Betonarme,75,99,2+1,1-4,4,5,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Tuzla
4500,Betonarme,95,150,2+1,1-4,21,26,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Gaziosmanpaşa
1450,Betonarme,90,105,2+1,5-10,2,3,Kombi Doğalgaz,30,14500,1,2,Hayır,Boş,Pendik
2650,Betonarme,140,150,Other,11-20,3,3,Kombi Doğalgaz,200,2650,3,1,Hayır,Boş,Ataşehir
1850,Betonarme,100,110,2+1,20 Ve Üzeri,2,4,Kombi Doğalgaz,20,1000,1,2,Hayır,Boş,Avcılar
2800,Betonarme,100,110,2+1,20 Ve Üzeri,2,5,Merkezi Doğalgaz,0,2800,1,1,Hayır,Boş,Kağıthane
2200,Betonarme,36,53,Stüdyo,5-10,16,30,Merkezi (Pay Ölçer),380,4400,1,1,Hayır,Boş,Başakşehir
2500,Betonarme,98,110,3+1,20 Ve Üzeri,3,4,Merkezi Doğalgaz,0,0,1,2,Hayır,Boş,Bahçelievler
1000,Betonarme,130,150,2+1,5-10,2,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Sultanbeyli
1200,Betonarme,140,150,3+1,11-20,1,3,Kombi Doğalgaz,0,1200,1,1,Hayır,Boş,Sancaktepe
1000,Betonarme,100,130,2+1,11-20,1,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
3100,Betonarme,75,95,2+1,20 Ve Üzeri,5,5,Merkezi Doğalgaz,80,0,1,1,Hayır,Boş,Beşiktaş
4000,Betonarme,140,145,3+1,11-20,2,6,Merkezi Doğalgaz,0,0,2,1,Hayır,Boş,Sarıyer
1500,Betonarme,90,100,2+1,20 Ve Üzeri,1,6,Kombi Doğalgaz,40,1750,1,1,Hayır,Boş,Bahçelievler
2550,Betonarme,85,95,2+1,1-4,3,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kağıthane
2750,Betonarme,105,130,3+1,20 Ve Üzeri,6,9,Kombi Doğalgaz,250,2750,1,2,Evet,Boş,Maltepe
2500,Betonarme,65,84,2+1,11-20,0,10,Kombi Doğalgaz,295,5000,1,2,Evet,Boş,Küçükçekmece
2700,Betonarme,110,120,3+1,20 Ve Üzeri,5,7,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bahçelievler
2500,Betonarme,100,110,2+1,0 (Yeni),14,14,Kombi Doğalgaz,200,5000,2,1,Evet,Boş,Esenyurt
1100,Betonarme,70,85,2+1,0 (Yeni),1,5,Kombi Doğalgaz,0,1100,1,1,Hayır,Boş,Sultanbeyli
1300,Betonarme,97,100,2+1,1-4,1,7,Kombi Doğalgaz,100,1300,1,1,Hayır,Boş,Sancaktepe
2100,Betonarme,55,77,1+1,5-10,4,14,Merkezi (Pay Ölçer),0,0,1,1,Evet,Boş,Ümraniye
3100,Betonarme,80,90,2+1,20 Ve Üzeri,1,3,Kombi Doğalgaz,50,3100,1,1,Hayır,Boş,Beşiktaş
1200,Betonarme,100,110,2+1,1-4,1,4,Kombi Doğalgaz,0,1200,1,1,Hayır,Boş,Sancaktepe
1250,Betonarme,70,80,2+1,5-10,1,2,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Pendik
1250,Betonarme,70,80,2+1,5-10,1,2,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Pendik
1000,Betonarme,115,125,3+1,11-20,4,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
1000,Betonarme,115,125,3+1,11-20,4,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
2300,Betonarme,100,110,2+1,1-4,6,9,Kombi Doğalgaz,0,0,2,2,Hayır,Boş,Pendik
2300,Betonarme,100,110,2+1,1-4,6,9,Kombi Doğalgaz,0,0,2,2,Hayır,Boş,Pendik
1400,Betonarme,50,60,1+1,1-4,6,9,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
1400,Betonarme,50,60,1+1,1-4,6,9,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
1000,Betonarme,85,95,2+1,11-20,2,4,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Pendik
1000,Betonarme,85,95,2+1,11-20,2,4,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Pendik
800,Betonarme,75,85,2+1,11-20,0,3,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Pendik
800,Betonarme,75,85,2+1,11-20,0,3,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Pendik
2300,Betonarme,100,110,2+1,1-4,6,9,Kombi Doğalgaz,0,0,2,3,Hayır,Boş,Pendik
2300,Betonarme,100,110,2+1,1-4,6,9,Kombi Doğalgaz,0,0,2,3,Hayır,Boş,Pendik
3500,Betonarme,98,135,2+1,1-4,14,25,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Başakşehir
5500,Betonarme,190,3,4+1,1-4,10,30,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Başakşehir
5250,Betonarme,179,180,4+1,20 Ve Üzeri,5,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bakırköy
2900,Betonarme,75,82,2+1,1-4,6,10,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Ümraniye
2200,Betonarme,74,75,2+1,1-4,-1,4,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Şişli
2000,Betonarme,40,45,1+1,0 (Yeni),4,4,Merkezi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Ataşehir
2500,Betonarme,75,80,2+1,1-4,2,3,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Ataşehir
2000,Betonarme,50,60,1+1,5-10,4,4,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Beyoğlu
1550,Betonarme,75,85,2+1,1-4,2,9,Merkezi (Pay Ölçer),100,0,1,1,Hayır,Boş,Pendik
2600,Betonarme,115,125,3+1,20 Ve Üzeri,2,4,Kombi Doğalgaz,0,2600,1,2,Hayır,Boş,Üsküdar
1000,Betonarme,48,56,1+1,5-10,2,5,Merkezi (Pay Ölçer),310,1000,1,1,Evet,Boş,Sultanbeyli
800,Betonarme,60,65,2+1,20 Ve Üzeri,1,1,Kombi Doğalgaz,0,800,1,1,Hayır,Boş,Maltepe
2600,Betonarme,120,125,2+1,11-20,2,4,Kombi Doğalgaz,0,2600,1,1,Hayır,Boş,Sarıyer
1300,Betonarme,85,95,2+1,11-20,7,8,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Pendik
1300,Betonarme,85,95,2+1,11-20,7,8,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Pendik
900,Betonarme,80,90,2+1,20 Ve Üzeri,2,2,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Pendik
900,Betonarme,80,90,2+1,20 Ve Üzeri,2,2,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Pendik
1600,Betonarme,60,65,1+1,11-20,0,4,Kombi Doğalgaz,0,1600,1,1,Hayır,Boş,Sarıyer
1100,Betonarme,100,120,3+1,20 Ve Üzeri,5,5,Kombi Doğalgaz,0,1100,1,1,Hayır,Boş,Kartal
1000,Betonarme,100,110,2+1,20 Ve Üzeri,0,3,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Pendik
2150,Betonarme,60,65,1+1,0 (Yeni),0,4,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Şişli
1350,Betonarme,110,120,3+1,5-10,3,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
1350,Betonarme,110,120,3+1,5-10,3,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
2100,Betonarme,105,115,3+1,11-20,0,4,Kombi Doğalgaz,0,0,1,2,Hayır,Eşyalı,Pendik
2100,Betonarme,105,115,3+1,11-20,0,4,Kombi Doğalgaz,0,0,1,2,Hayır,Eşyalı,Pendik
1950,Betonarme,65,75,2+1,11-20,12,13,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Küçükçekmece
1050,Betonarme,120,130,3+1,11-20,2,3,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Pendik
1050,Betonarme,120,130,3+1,11-20,2,3,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Pendik
1850,Betonarme,40,50,1+1,5-10,3,8,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Pendik
1850,Betonarme,40,50,1+1,5-10,3,8,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Pendik
1450,Betonarme,80,85,2+1,5-10,1,6,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Eyüpsultan
650,Betonarme,80,90,2+1,20 Ve Üzeri,2,2,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Pendik
650,Betonarme,80,90,2+1,20 Ve Üzeri,2,2,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Pendik
1200,Betonarme,70,80,2+1,11-20,2,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
1200,Betonarme,70,80,2+1,11-20,2,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
2000,Betonarme,70,75,2+1,1-4,-2,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Şişli
2900,Betonarme,70,75,2+1,5-10,0,4,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Şişli
1750,Betonarme,68,80,2+1,11-20,7,11,Merkezi Doğalgaz,160,3500,1,1,Hayır,Boş,Başakşehir
3400,Betonarme,110,130,3+1,11-20,1,9,Merkezi Doğalgaz,430,7000,1,2,Hayır,Boş,Küçükçekmece
1750,Betonarme,68,80,2+1,11-20,7,11,Merkezi Doğalgaz,164,3500,1,1,Hayır,Boş,Başakşehir
2600,Betonarme,81,110,2+1,1-4,3,16,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Avcılar
1400,Betonarme,85,90,2+1,11-20,0,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ümraniye
3000,Betonarme,120,130,3+1,11-20,4,7,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Ümraniye
2350,Betonarme,75,85,2+1,0 (Yeni),4,13,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bağcılar
3800,Betonarme,110,140,3+1,0 (Yeni),5,14,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Bağcılar
2650,Betonarme,85,100,2+1,1-4,3,5,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Eyüpsultan
1750,Betonarme,90,100,3+1,1-4,0,7,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Eyüpsultan
2250,Betonarme,65,72,2+1,1-4,12,16,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Küçükçekmece
1600,Betonarme,47,60,1+1,11-20,5,5,Merkezi (Pay Ölçer),240,3000,1,1,Hayır,Boş,Küçükçekmece
4200,Betonarme,100,115,3+1,20 Ve Üzeri,8,9,Merkezi Doğalgaz,0,0,1,1,Hayır,Boş,Bakırköy
1650,Betonarme,37,40,Stüdyo,1-4,0,4,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Ataşehir
1650,Betonarme,40,45,1+1,1-4,0,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ataşehir
1000,Betonarme,60,70,2+1,5-10,0,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
1000,Betonarme,60,70,2+1,5-10,0,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
4700,Betonarme,80,110,2+1,1-4,13,22,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Eyüpsultan
3750,Betonarme,150,172,4+1,1-4,12,12,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Başakşehir
2600,Betonarme,70,90,1+1,1-4,3,14,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Bağcılar
2750,Betonarme,130,140,3+1,1-4,4,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bahçelievler
1000,Betonarme,55,60,1+1,5-10,0,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ataşehir
1400,Betonarme,55,60,1+1,1-4,2,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Eyüpsultan
1650,Betonarme,50,60,1+1,5-10,0,5,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Ümraniye
1650,Betonarme,120,125,3+1,11-20,3,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kağıthane
900,Betonarme,40,45,1+1,11-20,2,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ataşehir
1200,Betonarme,35,40,Stüdyo,1-4,1,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ataşehir
3300,Betonarme,70,76,2+1,20 Ve Üzeri,1,4,Merkezi Doğalgaz,0,0,1,1,Hayır,Boş,Bakırköy
900,Betonarme,105,115,3+1,11-20,0,2,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Pendik
900,Betonarme,105,115,3+1,11-20,0,2,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Pendik
2150,Betonarme,95,110,3+1,11-20,0,4,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Maltepe
1100,Betonarme,105,115,3+1,20 Ve Üzeri,1,7,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Pendik
1100,Betonarme,105,115,3+1,20 Ve Üzeri,1,7,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Pendik
1050,Betonarme,105,115,3+1,11-20,1,3,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Pendik
1050,Betonarme,105,115,3+1,11-20,1,3,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Pendik
1500,Betonarme,135,160,3+1,20 Ve Üzeri,7,7,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kartal
1350,Betonarme,120,140,3+1,20 Ve Üzeri,1,6,Kombi Doğalgaz,0,1350,1,1,Hayır,Boş,Kartal
4500,Betonarme,110,147,3+1,5-10,7,15,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Başakşehir
2500,Betonarme,90,95,2+1,11-20,2,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kağıthane
1100,Betonarme,70,75,1+1,11-20,0,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kağıthane
2500,Betonarme,70,75,2+1,11-20,4,4,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Kağıthane
1450,Betonarme,135,145,3+1,0 (Yeni),4,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
1350,Betonarme,80,95,2+1,0 (Yeni),2,9,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
1150,Betonarme,80,95,2+1,0 (Yeni),0,6,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
1300,Betonarme,135,155,3+1,5-10,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
700,Betonarme,70,90,2+1,11-20,3,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
800,Betonarme,80,100,1+1,11-20,0,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
1200,Betonarme,120,135,2+1,11-20,1,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
2000,Betonarme,64,74,2+1,5-10,10,11,Kombi Doğalgaz,171,0,1,1,Hayır,Boş,Küçükçekmece
3500,Betonarme,116,132,3+1,5-10,12,12,Kombi Doğalgaz,240,0,1,1,Hayır,Boş,Küçükçekmece
2550,Betonarme,75,90,2+1,1-4,1,5,Merkezi Doğalgaz,250,5000,1,1,Evet,Eşyalı,Beylikdüzü
1750,Betonarme,120,140,2+1,11-20,0,3,Kombi Doğalgaz,0,1750,1,1,Hayır,Boş,Kartal
1400,Betonarme,87,107,3+1,11-20,4,4,Kombi Doğalgaz,0,1400,1,1,Hayır,Boş,Kartal
780,Betonarme,90,100,2+1,11-20,2,3,Other,0,0,1,1,Hayır,Boş,Pendik
780,Betonarme,90,100,2+1,11-20,2,3,Other,0,0,1,1,Hayır,Boş,Pendik
2000,Betonarme,70,75,2+1,11-20,2,2,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Kağıthane
1300,Betonarme,70,75,1+1,5-10,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kağıthane
1050,Betonarme,105,115,3+1,11-20,1,2,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Pendik
1050,Betonarme,105,115,3+1,11-20,1,2,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Pendik
1700,Betonarme,60,70,1+1,11-20,2,5,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Kağıthane
1600,Betonarme,69,70,2+1,11-20,4,6,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kağıthane
3650,Betonarme,132,171,4+1,0 (Yeni),6,9,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Başakşehir
1000,Betonarme,40,60,2+1,20 Ve Üzeri,0,3,Kombi Doğalgaz,0,1000,1,1,Hayır,Boş,Kartal
1400,Betonarme,110,130,3+1,11-20,4,5,Kombi Doğalgaz,0,1400,1,1,Hayır,Boş,Pendik
3000,Betonarme,70,75,2+1,1-4,1,15,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Kağıthane
1000,Betonarme,55,75,1+1,5-10,3,3,Kombi Doğalgaz,0,1000,1,1,Hayır,Boş,Pendik
1100,Betonarme,70,90,2+1,11-20,2,5,Kombi Doğalgaz,30,1100,1,1,Hayır,Boş,Kartal
650,Betonarme,50,60,1+1,5-10,0,6,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
650,Betonarme,50,60,1+1,5-10,0,6,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
850,Betonarme,80,90,2+1,11-20,0,4,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Pendik
850,Betonarme,80,90,2+1,11-20,0,4,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Pendik
1000,Betonarme,120,135,3+1,11-20,0,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
1500,Betonarme,55,72,1+1,0 (Yeni),8,11,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Esenyurt
1500,Betonarme,140,150,4+1,5-10,1,4,Kombi Doğalgaz,25,1500,2,2,Hayır,Boş,Sancaktepe
4500,Betonarme,139,180,3+1,1-4,18,28,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Başakşehir
1250,Betonarme,90,110,3+1,11-20,1,2,Kombi Doğalgaz,0,1250,1,1,Hayır,Boş,Kartal
2450,Betonarme,60,68,2+1,5-10,9,9,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Başakşehir
2450,Betonarme,60,68,2+1,5-10,8,8,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Başakşehir
2000,Betonarme,100,110,2+1,20 Ve Üzeri,3,6,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kağıthane
2600,Betonarme,85,100,2+1,1-4,3,5,Kombi Doğalgaz,0,0,0,1,Hayır,Boş,Kağıthane
2000,Betonarme,100,110,2+1,20 Ve Üzeri,3,6,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kağıthane
1900,Betonarme,85,100,2+1,20 Ve Üzeri,2,4,Other,0,0,1,1,Hayır,Boş,Maltepe
1000,Betonarme,80,95,2+1,5-10,2,4,Kombi Doğalgaz,25,1000,1,1,Hayır,Boş,Sancaktepe
2300,Betonarme,84,85,2+1,5-10,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kağıthane
2900,Betonarme,120,136,3+1,0 (Yeni),8,10,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Başakşehir
900,Betonarme,60,65,1+1,20 Ve Üzeri,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Beyoğlu
1650,Betonarme,50,60,1+1,5-10,1,6,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kağıthane
1350,Betonarme,50,60,1+1,0 (Yeni),0,7,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Pendik
1350,Betonarme,50,60,1+1,0 (Yeni),0,7,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Pendik
1750,Betonarme,60,65,1+1,11-20,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Fatih
2000,Betonarme,95,115,3+1,20 Ve Üzeri,3,10,Merkezi (Pay Ölçer),200,2000,1,1,Hayır,Boş,Kartal
2100,Betonarme,95,100,2+1,11-20,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Beyoğlu
1350,Betonarme,70,75,2+1,5-10,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Beyoğlu
1700,Betonarme,55,69,1+1,0 (Yeni),10,11,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Esenyurt
2300,Betonarme,65,75,2+1,1-4,1,7,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kağıthane
1500,Betonarme,90,100,2+1,11-20,2,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Beyoğlu
1850,Betonarme,85,90,2+1,11-20,3,4,Kombi Doğalgaz,0,1850,1,1,Hayır,Boş,Ümraniye
1300,Betonarme,90,95,2+1,5-10,1,4,Kombi Doğalgaz,40,1300,1,2,Hayır,Boş,Çekmeköy
1350,Betonarme,110,115,3+1,11-20,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Beyoğlu
2000,Betonarme,75,85,2+1,1-4,5,10,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Başakşehir
1500,Betonarme,110,130,3+1,11-20,1,3,Kombi Doğalgaz,20,1500,1,1,Hayır,Boş,Kartal
2250,Betonarme,100,110,3+1,11-20,0,4,Kombi Doğalgaz,0,2250,1,1,Hayır,Boş,Sarıyer
2000,Betonarme,80,90,1+1,11-20,1,4,Kombi Doğalgaz,0,2000,1,1,Hayır,Boş,Sarıyer
3100,Betonarme,83,95,2+1,1-4,8,12,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Eyüpsultan
1200,Betonarme,75,95,2+1,20 Ve Üzeri,1,4,Kombi Doğalgaz,0,1200,1,1,Hayır,Boş,Kartal
2450,Betonarme,80,90,2+1,20 Ve Üzeri,1,5,Kombi Doğalgaz,45,3000,1,1,Hayır,Boş,Kadıköy
1400,Betonarme,100,120,3+1,11-20,1,8,Kombi Doğalgaz,0,1400,1,1,Evet,Boş,Kartal
1100,Betonarme,65,85,2+1,5-10,3,4,Kombi Doğalgaz,0,1100,1,1,Hayır,Boş,Kartal
1800,Betonarme,85,87,2+1,20 Ve Üzeri,3,3,Kombi Doğalgaz,25,1800,1,1,Hayır,Boş,Üsküdar
